ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
2560000,4,25%,1547788,5120000,376103
2560000,4,Median,2832366,5120000,363596
2560000,5,First,2691149,5120000,289338
2560000,5,25%,1528158,5120000,413621
2560000,5,Median,2819379,5120000,386623
2560000,6,First,2687253,5120000,243891
2560000,6,25%,1548758,5120000,365285
2560000,6,Median,2817357,5120000,436043
2560000,7,First,2687009,5120000,289116
2560000,7,25%,1540274,5120000,452758
2560000,7,Median,2816555,5120000,377149
2560000,8,First,2689383,5120000,252354
2560000,8,25%,1532941,5120000,396938
2560000,8,Median,2811275,5120000,389725
2560000,9,First,2689959,5120000,274166
2560000,9,25%,1532090,5120000,373745
2560000,9,Median,2819279,5120000,382539
2560000,10,First,2690509,5120000,308154
2560000,10,25%,1535579,5120000,403442
2560000,10,Median,2831599,5120000,385034
2560000,11,First,2695515,5120000,263103
2560000,11,25%,1537581,5120000,410285
2560000,11,Median,2813150,5120000,374732
2560000,12,First,2685569,5120000,294365
2560000,12,25%,1541676,5120000,385241
2560000,12,Median,2811075,5120000,358522
2560000,13,First,2687581,5120000,270152
2560000,13,25%,1518520,5120000,386502
2560000,13,Median,2839216,5120000,358844
2560000,14,First,2689803,5120000,342267
2560000,14,25%,1527216,5120000,410215
2560000,14,Median,2816317,5120000,405310
2560000,15,First,2687621,5120000,386363
2560000,15,25%,1538954,5120000,542624
2560000,15,Median,2803048,5120000,532452
2560000,16,First,2693903,5120000,513217
2560000,16,25%,1528107,5120000,632714
2560000,16,Median,2808129,5120000,646177
2560000,17,First,2686283,5120000,693867
2560000,17,25%,1547821,5120000,889700
2560000,17,Median,2814414,5120000,836088
2560000,18,First,2688447,5120000,478693
2560000,18,25%,1541279,5120000,717272
2560000,18,Median,2824678,5120000,660206
2560000,19,First,2683793,5120000,501451
2560000,19,25%,1537181,5120000,725830
2560000,19,Median,2807635,5120000,809574
2560000,20,First,2692925,5120000,551572
2560000,20,25%,1533729,5120000,575122
2560000,20,Median,2830236,5120000,625190
2560000,21,First,2684907,5120000,395884
2560000,21,25%,1531045,5120000,535496
2560000,21,Median,2812924,5120000,489830
2560000,22,First,2688053,5120000,410383
2560000,22,25%,1534614,5120000,639798
2560000,22,Median,2813853,5120000,671495
2560000,23,First,2692059,5120000,561563
2560000,23,25%,1539629,5120000,698171
2560000,23,Median,2812761,5120000,569456
2560000,24,First,2687297,5120000,357092
2560000,24,25%,1544853,5120000,397947
2560000,24,Median,2804558,5120000,426944
2560000,25,First,2690387,5120000,245071
2560000,25,25%,1541918,5120000,445867
2560000,25,Median,2813312,5120000,481872
2560000,26,First,2692317,5120000,382644
2560000,26,25%,1533739,5120000,479195
2560000,26,Median,2799412,5120000,415412
2560000,27,First,2689253,5120000,331656
2560000,27,25%,1533675,5120000,403752
2560000,27,Median,2813612,5120000,426261
2560000,28,First,2691559,5120000,260858
2560000,28,25%,1523496,5120000,409866
2560000,28,Median,2834135,5120000,437780
2560000,29,First,2689045,5120000,344134
2560000,29,25%,1543624,5120000,352022
2560000,29,Median,2797137,5120000,424813
2560000,30,First,2689751,5120000,326029
2560000,30,25%,1539488,5120000,565510
2560000,30,Median,2826151,5120000,575585
2560000,31,First,2684573,5120000,518080
2560000,31,25%,1531310,5120000,595614
2560000,31,Median,2814297,5120000,467600
2560000,32,First,2686323,5120000,306670
2560000,32,25%,1537637,5120000,434428
2560000,32,Median,2806590,5120000,385371
2560000,33,First,2690627,5120000,360653
2560000,33,25%,1534430,5120000,347661
2560000,33,Median,2816283,5120000,415068
2560000,34,First,2689439,5120000,329334
2560000,34,25%,1544726,5120000,405759
2560000,34,Median,2823229,5120000,425660
2560000,35,First,2694095,5120000,309511
2560000,35,25%,1535592,5120000,521028
2560000,35,Median,2814144,5120000,528519
2560000,36,First,2692845,5120000,398002
2560000,36,25%,1538310,5120000,528120
2560000,36,Median,2820349,5120000,496840
2560000,37,First,2687943,5120000,917344
2560000,37,25%,1538391,5120000,936128
2560000,37,Median,2817170,5120000,1269360
2560000,38,First,2685861,5120000,946810
2560000,38,25%,1526645,5120000,1237314
2560000,38,Median,2843959,5120000,1380557
2560000,39,First,2688519,5120000,861593
2560000,39,25%,1527753,5120000,1459847
2560000,39,Median,2809004,5120000,666530
2560000,40,First,2689271,5120000,375269
2560000,40,25%,1549772,5120000,461273
2560000,40,Median,2813562,5120000,407225
2560000,41,First,2687561,5120000,278789
2560000,41,25%,1525108,5120000,447149
2560000,41,Median,2814319,5120000,390624
2560000,42,First,2681361,5120000,287345
2560000,42,25%,1521405,5120000,407635
2560000,42,Median,2818895,5120000,382202
2560000,43,First,2688425,5120000,259140
2560000,43,25%,1528484,5120000,433323
2560000,43,Median,2819981,5120000,380153
2560000,44,First,2687485,5120000,281027
2560000,44,25%,1525140,5120000,424413
2560000,44,Median,2827297,5120000,452277
2560000,45,First,2687815,5120000,293422
2560000,45,25%,1527608,5120000,336447
2560000,45,Median,2819351,5120000,484208
2560000,46,First,2689325,5120000,290482
2560000,46,25%,1529844,5120000,391094
2560000,46,Median,2814138,5120000,339442
2560000,47,First,2691509,5120000,253620
2560000,47,25%,1530207,5120000,371087
2560000,47,Median,2817557,5120000,391657
2560000,48,First,2688973,5120000,273871
2560000,48,25%,1542333,5120000,333929
2560000,48,Median,2834908,5120000,415623
2560000,49,First,2689879,5120000,282145
2560000,49,25%,1536752,5120000,448093
2560000,49,Median,2807460,5120000,434578
2560000,50,First,2684329,5120000,273042
2560000,50,25%,1532475,5120000,382993
2560000,50,Median,2831693,5120000,388496
2560000,51,First,2678583,5120000,274563
2560000,51,25%,1540346,5120000,473982
2560000,51,Median,2812014,5120000,479746
2560000,52,First,2683689,5120000,245033
2560000,52,25%,1538389,5120000,453589
2560000,52,Median,2806528,5120000,413608
2560000,53,First,2684629,5120000,321606
2560000,53,25%,1516896,5120000,412190
2560000,53,Median,2820268,5120000,376104
2560000,54,First,2687415,5120000,356338
2560000,54,25%,1549773,5120000,398062
2560000,54,Median,2839950,5120000,370889
2560000,55,First,2690581,5120000,304007
2560000,55,25%,1538150,5120000,408841
2560000,55,Median,2808962,5120000,405994
2560000,56,First,2689441,5120000,332492
2560000,56,25%,1548892,5120000,413385
2560000,56,Median,2809060,5120000,417043
2560000,57,First,2686823,5120000,268002
2560000,57,25%,1556263,5120000,413682
2560000,57,Median,2811205,5120000,406087
2560000,58,First,2680915,5120000,287168
2560000,58,25%,1529866,5120000,448035
2560000,58,Median,2825493,5120000,455075
2560000,59,First,2687501,5120000,242966
2560000,59,25%,1547631,5120000,427116
2560000,59,Median,2811956,5120000,434486
2560000,60,First,2686875,5120000,273090
2560000,60,25%,1522111,5120000,344942
2560000,60,Median,2812651,5120000,400471
2560000,61,First,2690981,5120000,245872
2560000,61,25%,1541316,5120000,335826
2560000,61,Median,2832992,5120000,380374
2560000,62,First,2689757,5120000,272529
2560000,62,25%,1522779,5120000,401755
2560000,62,Median,2820637,5120000,399621
2560000,63,First,2694573,5120000,312895
2560000,63,25%,1521060,5120000,379350
2560000,63,Median,2801052,5120000,354149
2560000,64,First,2689895,5120000,277335
2560000,64,25%,1539463,5120000,394826
2560000,64,Median,2830744,5120000,456386
2560000,65,First,2686837,5120000,243327
2560000,65,25%,1513740,5120000,358780
2560000,65,Median,2811311,5120000,392560
2560000,66,First,2689163,5120000,338939
2560000,66,25%,1538183,5120000,343460
2560000,66,Median,2807928,5120000,397497
2560000,67,First,2688163,5120000,244443
2560000,67,25%,1556311,5120000,345617
2560000,67,Median,2816587,5120000,382540
2560000,68,First,2683199,5120000,289587
2560000,68,25%,1535176,5120000,383882
2560000,68,Median,2795851,5120000,405873
2560000,69,First,2689235,5120000,290993
2560000,69,25%,1523343,5120000,392004
2560000,69,Median,2806459,5120000,366089
2560000,70,First,2685879,5120000,382701
2560000,70,25%,1514350,5120000,385312
2560000,70,Median,2819785,5120000,347215
2560000,71,First,2688861,5120000,269748
2560000,71,25%,1531519,5120000,336288
2560000,71,Median,2807853,5120000,476130
2560000,72,First,2687061,5120000,285219
2560000,72,25%,1534845,5120000,403735
2560000,72,Median,2797699,5120000,459648
2560000,73,First,2685231,5120000,299303
2560000,73,25%,1530181,5120000,444397
2560000,73,Median,2803892,5120000,415963
2560000,74,First,2688661,5120000,249497
2560000,74,25%,1523814,5120000,381394
2560000,74,Median,2839192,5120000,365342
2560000,75,First,2686307,5120000,307856
2560000,75,25%,1534282,5120000,428689
2560000,75,Median,2823259,5120000,398198
2560000,76,First,2680573,5120000,253185
2560000,76,25%,1531586,5120000,408833
2560000,76,Median,2828295,5120000,388691
2560000,77,First,2691985,5120000,312204
2560000,77,25%,1537325,5120000,466556
2560000,77,Median,2828190,5120000,421492
2560000,78,First,2682785,5120000,375661
2560000,78,25%,1540960,5120000,335083
2560000,78,Median,2781374,5120000,385408
2560000,79,First,2688413,5120000,247709
2560000,79,25%,1537371,5120000,384704
2560000,79,Median,2820273,5120000,333343
2560000,80,First,2691089,5120000,310314
2560000,80,25%,1541314,5120000,408632
2560000,80,Median,2807696,5120000,476204
2560000,81,First,2697289,5120000,271205
2560000,81,25%,1525788,5120000,472250
2560000,81,Median,2817334,5120000,353964
2560000,82,First,2688967,5120000,295934
2560000,82,25%,1558432,5120000,356758
2560000,82,Median,2817767,5120000,383842
2560000,83,First,2686839,5120000,307506
2560000,83,25%,1538231,5120000,425880
2560000,83,Median,2808219,5120000,352108
2560000,84,First,2690293,5120000,244582
2560000,84,25%,1549519,5120000,350999
2560000,84,Median,2826647,5120000,420880
2560000,85,First,2686237,5120000,286842
2560000,85,25%,1547835,5120000,439502
2560000,85,Median,2794140,5120000,332141
2560000,86,First,2687317,5120000,272710
2560000,86,25%,1530486,5120000,360617
2560000,86,Median,2841941,5120000,393520
2560000,87,First,2689437,5120000,311422
2560000,87,25%,1543005,5120000,441184
2560000,87,Median,2833798,5120000,416118
2560000,88,First,2689597,5120000,256202
2560000,88,25%,1517394,5120000,431767
2560000,88,Median,2843843,5120000,463140
2560000,89,First,2693087,5120000,338722
2560000,89,25%,1536878,5120000,361908
2560000,89,Median,2814012,5120000,339764
2560000,90,First,2691855,5120000,260167
2560000,90,25%,1542335,5120000,393193
2560000,90,Median,2838794,5120000,360436
2560000,91,First,2688763,5120000,332826
2560000,91,25%,1525010,5120000,434529
2560000,91,Median,2810176,5120000,362124
2560000,92,First,2687561,5120000,256008
2560000,92,25%,1542017,5120000,338643
2560000,92,Median,2806714,5120000,459796
2560000,93,First,2691155,5120000,344788
2560000,93,25%,1524657,5120000,384656
2560000,93,Median,2795964,5120000,395931
2560000,94,First,2686111,5120000,250031
2560000,94,25%,1545135,5120000,377936
2560000,94,Median,2820423,5120000,477412
2560000,95,First,2687573,5120000,258815
2560000,95,25%,1533410,5120000,432589
2560000,95,Median,2820114,5120000,420255
2560000,96,First,2684801,5120000,259213
2560000,96,25%,1533178,5120000,381911
2560000,96,Median,2817370,5120000,367878
2560000,97,First,2686827,5120000,319227
2560000,97,25%,1552413,5120000,422852
2560000,97,Median,2835144,5120000,490631
2560000,98,First,2689599,5120000,323679
2560000,98,25%,1525416,5120000,426372
2560000,98,Median,2808888,5120000,355573
2560000,99,First,2691255,5120000,331321
2560000,99,25%,1532926,5120000,495314
2560000,99,Median,2810572,5120000,410416
2560000,100,First,2689759,5120000,250580
2560000,100,25%,1533130,5120000,359499
2560000,100,Median,2813909,5120000,332597
2560000,Average,First,2.68836e+06,5120000,334139
2560000,Average,25%,1.53524e+06,5120000,454575
2560000,Average,Median,2.8171e+06,5120000,449282
5120000,1,First,5336403,10240000,591603
5120000,1,25%,2995240,10240000,698046
5120000,1,Median,5546038,10240000,795564
5120000,2,First,5330461,10240000,634120
5120000,2,25%,2983868,10240000,715215
5120000,2,Median,5513010,10240000,757537
5120000,3,First,5333115,10240000,623322
5120000,3,25%,2990220,10240000,879496
5120000,3,Median,5554780,10240000,781631
5120000,4,First,5342659,10240000,484133
5120000,4,25%,3014620,10240000,670802
5120000,4,Median,5577711,10240000,833630
5120000,5,First,5339371,10240000,545165
5120000,5,25%,2997286,10240000,785536
5120000,5,Median,5533524,10240000,745812
5120000,6,First,5336151,10240000,585670
5120000,6,25%,3000800,10240000,720903
5120000,6,Median,5575614,10240000,745026
5120000,7,First,5322913,10240000,525072
5120000,7,25%,2995504,10240000,815244
5120000,7,Median,5534820,10240000,809447
5120000,8,First,5332725,10240000,596515
5120000,8,25%,2981899,10240000,723696
5120000,8,Median,5548507,10240000,814417
5120000,9,First,5334275,10240000,607317
5120000,9,25%,3018860,10240000,739178
5120000,9,Median,5555019,10240000,846186
5120000,10,First,5328763,10240000,642069
5120000,10,25%,2982713,10240000,739474
5120000,10,Median,5552881,10240000,877624
5120000,11,First,5341235,10240000,621594
5120000,11,25%,3019140,10240000,816443
5120000,11,Median,5553883,10240000,812055
5120000,12,First,5345181,10240000,620446
5120000,12,25%,2995668,10240000,769403
5120000,12,Median,5542667,10240000,873662
5120000,13,First,5339725,10240000,574672
5120000,13,25%,3002174,10240000,785639
5120000,13,Median,5549945,10240000,845704
5120000,14,First,5336621,10240000,597765
5120000,14,25%,3011926,10240000,873227
5120000,14,Median,5577321,10240000,913212
5120000,15,First,5343467,10240000,1220727
5120000,15,25%,3005916,10240000,1631126
5120000,15,Median,5563439,10240000,1554480
5120000,16,First,5329901,10240000,754860
5120000,16,25%,2975300,10240000,914813
5120000,16,Median,5559839,10240000,874153
5120000,17,First,5344539,10240000,542171
5120000,17,25%,2992851,10240000,846375
5120000,17,Median,5563080,10240000,677921
5120000,18,First,5338249,10240000,544996
5120000,18,25%,2998059,10240000,796642
5120000,18,Median,5549868,10240000,739703
5120000,19,First,5342505,10240000,657356
5120000,19,25%,2986261,10240000,872457
5120000,19,Median,5529374,10240000,710936
5120000,20,First,5339571,10240000,546599
5120000,20,25%,3003511,10240000,708956
5120000,20,Median,5538698,10240000,818682
5120000,21,First,5341513,10240000,582468
5120000,21,25%,2983451,10240000,843283
5120000,21,Median,5555227,10240000,718536
5120000,22,First,5330693,10240000,516786
5120000,22,25%,2971065,10240000,779476
5120000,22,Median,5543630,10240000,828136
5120000,23,First,5329747,10240000,605087
5120000,23,25%,3006593,10240000,741562
5120000,23,Median,5553277,10240000,776726
5120000,24,First,5339007,10240000,580191
5120000,24,25%,3007158,10240000,752879
5120000,24,Median,5589817,10240000,731921
5120000,25,First,5334003,10240000,560081
5120000,25,25%,2984711,10240000,793261
5120000,25,Median,5540134,10240000,795692
5120000,26,First,5330097,10240000,569130
5120000,26,25%,2941963,10240000,746626
5120000,26,Median,5537030,10240000,720548
5120000,27,First,5332827,10240000,605742
5120000,27,25%,2975016,10240000,845920
5120000,27,Median,5527541,10240000,857641
5120000,28,First,5337387,10240000,545117
5120000,28,25%,2997450,10240000,917125
5120000,28,Median,5553096,10240000,748078
5120000,29,First,5337487,10240000,625344
5120000,29,25%,2971825,10240000,821258
5120000,29,Median,5537726,10240000,767660
5120000,30,First,5330441,10240000,575142
5120000,30,25%,2987791,10240000,831649
5120000,30,Median,5557234,10240000,755862
5120000,31,First,5334643,10240000,497944
5120000,31,25%,2990046,10240000,744537
5120000,31,Median,5548955,10240000,749030
5120000,32,First,5329725,10240000,557085
5120000,32,25%,2984376,10240000,703271
5120000,32,Median,5518003,10240000,902999
5120000,33,First,5324225,10240000,618109
5120000,33,25%,3007420,10240000,739720
5120000,33,Median,5568127,10240000,751476
5120000,34,First,5333669,10240000,567856
5120000,34,25%,3004089,10240000,763417
5120000,34,Median,5563657,10240000,742813
5120000,35,First,5332985,10240000,564895
5120000,35,25%,2987255,10240000,869980
5120000,35,Median,5543045,10240000,874581
5120000,36,First,5341039,10240000,607400
5120000,36,25%,2995718,10240000,756788
5120000,36,Median,5520692,10240000,787202
5120000,37,First,5334851,10240000,545472
5120000,37,25%,2992915,10240000,842536
5120000,37,Median,5539560,10240000,690203
5120000,38,First,5333599,10240000,523414
5120000,38,25%,3010267,10240000,689493
5120000,38,Median,5564504,10240000,705401
5120000,39,First,5327479,10240000,555701
5120000,39,25%,3016905,10240000,855268
5120000,39,Median,5539991,10240000,720072
5120000,40,First,5338319,10240000,575829
5120000,40,25%,2986452,10240000,777401
5120000,40,Median,5525768,10240000,844548
5120000,41,First,5327789,10240000,591752
5120000,41,25%,2970097,10240000,793790
5120000,41,Median,5536423,10240000,748912
5120000,42,First,5332553,10240000,530654
5120000,42,25%,2995520,10240000,761830
5120000,42,Median,5566281,10240000,735639
5120000,43,First,5337979,10240000,519219
5120000,43,25%,2956313,10240000,715592
5120000,43,Median,5557997,10240000,780646
5120000,44,First,5338285,10240000,612854
5120000,44,25%,2980553,10240000,747754
5120000,44,Median,5556420,10240000,783905
5120000,45,First,5337385,10240000,556747
5120000,45,25%,2985951,10240000,851711
5120000,45,Median,5566536,10240000,843039
5120000,46,First,5335971,10240000,546906
5120000,46,25%,2991179,10240000,763703
5120000,46,Median,5559466,10240000,863180
5120000,47,First,5334281,10240000,619516
5120000,47,25%,3000160,10240000,898999
5120000,47,Median,5569304,10240000,841311
5120000,48,First,5344329,10240000,625139
5120000,48,25%,2991068,10240000,835330
5120000,48,Median,5521378,10240000,773227
5120000,49,First,5336069,10240000,597213
5120000,49,25%,3023151,10240000,1043283
5120000,49,Median,5543630,10240000,837026
5120000,50,First,5348531,10240000,625957
5120000,50,25%,2990375,10240000,1013407
5120000,50,Median,5547992,10240000,978929
5120000,51,First,5335519,10240000,963909
5120000,51,25%,3006852,10240000,1422439
5120000,51,Median,5544348,10240000,1047313
5120000,52,First,5338015,10240000,526008
5120000,52,25%,2971959,10240000,2183312
5120000,52,Median,5541094,10240000,2155444
5120000,53,First,5339103,10240000,1736918
5120000,53,25%,2994935,10240000,2301982
5120000,53,Median,5554771,10240000,2385530
5120000,54,First,5341153,10240000,1786842
5120000,54,25%,2995057,10240000,2450448
5120000,54,Median,5553155,10240000,2381187
5120000,55,First,5336587,10240000,1769435
5120000,55,25%,3002357,10240000,2382274
5120000,55,Median,5540091,10240000,2392687
5120000,56,First,5335385,10240000,1813124
5120000,56,25%,3000391,10240000,2392571
5120000,56,Median,5542190,10240000,2435709
5120000,57,First,5339155,10240000,1697368
5120000,57,25%,3004576,10240000,2295287
5120000,57,Median,5557719,10240000,2294050
5120000,58,First,5333979,10240000,1561164
5120000,58,25%,3006442,10240000,2154486
5120000,58,Median,5547015,10240000,2208672
5120000,59,First,5339847,10240000,1611465
5120000,59,25%,3014095,10240000,2094968
5120000,59,Median,5564736,10240000,2227194
5120000,60,First,5336645,10240000,1694353
5120000,60,25%,2986342,10240000,2324382
5120000,60,Median,5559869,10240000,2337670
5120000,61,First,5340023,10240000,1782572
5120000,61,25%,2999422,10240000,2372031
5120000,61,Median,5540629,10240000,2336271
5120000,62,First,5337147,10240000,1706306
5120000,62,25%,2994833,10240000,2360943
5120000,62,Median,5537162,10240000,2299701
5120000,63,First,5333821,10240000,1736174
5120000,63,25%,2973224,10240000,2331657
5120000,63,Median,5535646,10240000,2401321
5120000,64,First,5336431,10240000,1797460
5120000,64,25%,2987782,10240000,2318350
5120000,64,Median,5534758,10240000,2556059
5120000,65,First,5335339,10240000,1711300
5120000,65,25%,2996549,10240000,2448690
5120000,65,Median,5553390,10240000,2334783
5120000,66,First,5337205,10240000,1716108
5120000,66,25%,2965878,10240000,2300081
5120000,66,Median,5557780,10240000,2398623
5120000,67,First,5346041,10240000,1704196
5120000,67,25%,2988552,10240000,2273353
5120000,67,Median,5528350,10240000,2346063
5120000,68,First,5332685,10240000,1703685
5120000,68,25%,2986079,10240000,2315916
5120000,68,Median,5546103,10240000,2296393
5120000,69,First,5337777,10240000,1699160
5120000,69,25%,2985256,10240000,2314042
5120000,69,Median,5547427,10240000,2334203
5120000,70,First,5335719,10240000,1703355
5120000,70,25%,2988512,10240000,2321402
5120000,70,Median,5552170,10240000,2361637
5120000,71,First,5333323,10240000,1679505
5120000,71,25%,3000813,10240000,2343934
5120000,71,Median,5526274,10240000,2302497
5120000,72,First,5338151,10240000,1670581
5120000,72,25%,2981004,10240000,2302548
5120000,72,Median,5539597,10240000,1896346
5120000,73,First,5328019,10240000,1691456
5120000,73,25%,3000233,10240000,2489491
5120000,73,Median,5519272,10240000,2298888
5120000,74,First,5330203,10240000,1699049
5120000,74,25%,2976681,10240000,2315634
5120000,74,Median,5572547,10240000,2303115
5120000,75,First,5330727,10240000,1768877
5120000,75,25%,2997478,10240000,2313673
5120000,75,Median,5542670,10240000,2321607
5120000,76,First,5334521,10240000,1701015
5120000,76,25%,2993624,10240000,2363682
5120000,76,Median,5528459,10240000,2318180
5120000,77,First,5324389,10240000,1640336
5120000,77,25%,2993473,10240000,2077904
5120000,77,Median,5572850,10240000,2306371
5120000,78,First,5338197,10240000,1733523
5120000,78,25%,2983946,10240000,2344857
5120000,78,Median,5531122,10240000,2331156
5120000,79,First,5331757,10240000,1635343
5120000,79,25%,3003658,10240000,2147448
5120000,79,Median,5508727,10240000,2260458
5120000,80,First,5333715,10240000,1558664
5120000,80,25%,2992879,10240000,2165893
5120000,80,Median,5552473,10240000,2492371
5120000,81,First,5338217,10240000,1698103
5120000,81,25%,3011863,10240000,2306584
5120000,81,Median,5560149,10240000,2273555
5120000,82,First,5324273,10240000,1527234
5120000,82,25%,3013855,10240000,2064133
5120000,82,Median,5528964,10240000,2277130
5120000,83,First,5333781,10240000,1730458
5120000,83,25%,2979778,10240000,2310356
5120000,83,Median,5542800,10240000,2322512
5120000,84,First,5344299,10240000,1720829
5120000,84,25%,2991808,10240000,2344096
5120000,84,Median,5551255,10240000,2328712
5120000,85,First,5333483,10240000,1810510
5120000,85,25%,3016932,10240000,2315442
5120000,85,Median,5543957,10240000,2311536
5120000,86,First,5331621,10240000,1706195
5120000,86,25%,2998457,10240000,2417507
5120000,86,Median,5555597,10240000,2319038
5120000,87,First,5324125,10240000,1764434
5120000,87,25%,2995050,10240000,2134438
5120000,87,Median,5550228,10240000,2186135
5120000,88,First,5336485,10240000,1704354
5120000,88,25%,2983475,10240000,2425354
5120000,88,Median,5547321,10240000,2317010
5120000,89,First,5329049,10240000,1707554
5120000,89,25%,2995467,10240000,2314150
5120000,89,Median,5563252,10240000,2332286
5120000,90,First,5333585,10240000,1742423
5120000,90,25%,2985840,10240000,2311365
5120000,90,Median,5566673,10240000,2248943
5120000,91,First,5337749,10240000,1706695
5120000,91,25%,2985061,10240000,2388604
5120000,91,Median,5560480,10240000,2300168
5120000,92,First,5333711,10240000,1736058
5120000,92,25%,3002102,10240000,2303069
5120000,92,Median,5544057,10240000,2429575
5120000,93,First,5336283,10240000,1713901
5120000,93,25%,2963586,10240000,2301817
5120000,93,Median,5545869,10240000,2307535
5120000,94,First,5336685,10240000,1712024
5120000,94,25%,3000806,10240000,2343633
5120000,94,Median,5553476,10240000,2361563
5120000,95,First,5334141,10240000,1694758
5120000,95,25%,3011720,10240000,2104796
5120000,95,Median,5555320,10240000,2109401
5120000,96,First,5337123,10240000,1675915
5120000,96,25%,3000600,10240000,2281512
5120000,96,Median,5559878,10240000,2321531
5120000,97,First,5329427,10240000,1715395
5120000,97,25%,2978136,10240000,2335016
5120000,97,Median,5530601,10240000,2370699
5120000,98,First,5331363,10240000,1717732
5120000,98,25%,2959863,10240000,2322378
5120000,98,Median,5527755,10240000,2332298
5120000,99,First,5347043,10240000,1715270
5120000,99,25%,3006260,10240000,2329793
5120000,99,Median,5574653,10240000,2312365
5120000,100,First,5329943,10240000,1766758
5120000,100,25%,3012271,10240000,2295574
5120000,100,Median,5555373,10240000,2350912
5120000,Average,First,5.33538e+06,10240000,1131867
5120000,Average,25%,2.99304e+06,10240000,1549168
5120000,Average,Median,5.54823e+06,10240000,1549567
