ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
1280000,62,Median,2932707,4.33408e+06,11281
1280000,63,First,1280002,4.33408e+06,7898
1280000,63,25%,3816737,4.33408e+06,32626
1280000,63,Median,2135156,4.33408e+06,8973
1280000,64,First,2,4.33408e+06,38
1280000,64,25%,3932281,4.33408e+06,31437
1280000,64,Median,4380063,4.33408e+06,25626
1280000,65,First,1280000,4.33408e+06,11242
1280000,65,25%,6542456,4.33408e+06,39238
1280000,65,Median,5778087,4.33408e+06,30187
1280000,66,First,2,4.33408e+06,36
1280000,66,25%,4284687,4.33408e+06,37833
1280000,66,Median,4497330,4.33408e+06,23058
1280000,67,First,2,4.33408e+06,21
1280000,67,25%,4082804,4.33408e+06,33675
1280000,67,Median,4319471,4.33408e+06,24256
1280000,68,First,1771300,4.33408e+06,15558
1280000,68,25%,4160654,4.33408e+06,26490
1280000,68,Median,2852959,4.33408e+06,11613
1280000,69,First,2,4.33408e+06,34
1280000,69,25%,3934878,4.33408e+06,32045
1280000,69,Median,5761667,4.33408e+06,30286
1280000,70,First,2,4.33408e+06,39
1280000,70,25%,2361216,4.33408e+06,18588
1280000,70,Median,2903398,4.33408e+06,20803
1280000,71,First,3373792,4.33408e+06,24784
1280000,71,25%,6489062,4.33408e+06,34026
1280000,71,Median,4209698,4.33408e+06,19702
1280000,72,First,2,4.33408e+06,21
1280000,72,25%,4293613,4.33408e+06,35164
1280000,72,Median,3712997,4.33408e+06,21337
1280000,73,First,1280001,4.33408e+06,11812
1280000,73,25%,4761043,4.33408e+06,29615
1280000,73,Median,3486288,4.33408e+06,16692
1280000,74,First,2,4.33408e+06,39
1280000,74,25%,3377992,4.33408e+06,27539
1280000,74,Median,5577841,4.33408e+06,34424
1280000,75,First,2,4.33408e+06,44
1280000,75,25%,6792843,4.33408e+06,46871
1280000,75,Median,4772222,4.33408e+06,20192
1280000,76,First,1280000,4.33408e+06,9248
1280000,76,25%,5257363,4.33408e+06,35156
1280000,76,Median,4810956,4.33408e+06,23718
1280000,77,First,3,4.33408e+06,41
1280000,77,25%,6011594,4.33408e+06,47254
1280000,77,Median,3470417,4.33408e+06,18874
1280000,78,First,2,4.33408e+06,37
1280000,78,25%,4224608,4.33408e+06,33192
1280000,78,Median,4925058,4.33408e+06,22923
1280000,79,First,2,4.33408e+06,36
1280000,79,25%,5160312,4.33408e+06,41486
1280000,79,Median,4574994,4.33408e+06,19065
1280000,80,First,3,4.33408e+06,34
1280000,80,25%,6582030,4.33408e+06,47191
1280000,80,Median,4251557,4.33408e+06,22552
1280000,81,First,3019723,4.33408e+06,22676
1280000,81,25%,3616352,4.33408e+06,19748
1280000,81,Median,3308053,4.33408e+06,14813
1280000,82,First,2,4.33408e+06,23
1280000,82,25%,6466001,4.33408e+06,72505
1280000,82,Median,4195237,4.33408e+06,23502
1280000,83,First,2,4.33408e+06,26
1280000,83,25%,5875868,4.33408e+06,43069
1280000,83,Median,4050812,4.33408e+06,17675
1280000,84,First,2,4.33408e+06,19
1280000,84,25%,5333756,4.33408e+06,42586
1280000,84,Median,3385572,4.33408e+06,16536
1280000,85,First,3,4.33408e+06,45
1280000,85,25%,3614855,4.33408e+06,31190
1280000,85,Median,4185980,4.33408e+06,17191
1280000,86,First,3,4.33408e+06,48
1280000,86,25%,2699907,4.33408e+06,22509
1280000,86,Median,3842782,4.33408e+06,24201
1280000,87,First,2,4.33408e+06,23
1280000,87,25%,4142623,4.33408e+06,33434
1280000,87,Median,4302153,4.33408e+06,22011
1280000,88,First,3,4.33408e+06,39
1280000,88,25%,3787964,4.33408e+06,32374
1280000,88,Median,2931890,4.33408e+06,17650
1280000,89,First,2476483,4.33408e+06,18785
1280000,89,25%,2968800,4.33408e+06,18802
1280000,89,Median,4748241,4.33408e+06,23605
1280000,90,First,1280001,4.33408e+06,10929
1280000,90,25%,3637787,4.33408e+06,23964
1280000,90,Median,3433205,4.33408e+06,16979
1280000,91,First,2389277,4.33408e+06,18598
1280000,91,25%,6085939,4.33408e+06,44494
1280000,91,Median,5384914,4.33408e+06,24377
1280000,92,First,2,4.33408e+06,19
1280000,92,25%,5884219,4.33408e+06,42240
1280000,92,Median,3207571,4.33408e+06,15078
1280000,93,First,1688946,4.33408e+06,11715
1280000,93,25%,4851578,4.33408e+06,27555
1280000,93,Median,2339346,4.33408e+06,12133
1280000,94,First,2,4.33408e+06,50
1280000,94,25%,6524201,4.33408e+06,42943
1280000,94,Median,4270231,4.33408e+06,22215
1280000,95,First,2875220,4.33408e+06,28346
1280000,95,25%,3292706,4.33408e+06,28032
1280000,95,Median,2702965,4.33408e+06,14727
1280000,96,First,1280000,4.33408e+06,8361
1280000,96,25%,4789195,4.33408e+06,34270
1280000,96,Median,3881878,4.33408e+06,20779
1280000,97,First,1280001,4.33408e+06,10011
1280000,97,25%,4353232,4.33408e+06,37000
1280000,97,Median,4261512,4.33408e+06,22078
1280000,98,First,1280001,4.33408e+06,11161
1280000,98,25%,2154478,4.33408e+06,15009
1280000,98,Median,3415045,4.33408e+06,20181
1280000,99,First,2,4.33408e+06,20
1280000,99,25%,4230698,4.33408e+06,42135
1280000,99,Median,3558243,4.33408e+06,19728
1280000,100,First,1280001,4.33408e+06,9208
1280000,100,25%,4155355,4.33408e+06,30196
1280000,100,Median,3598515,4.33408e+06,17039
1280000,Average,First,869800,4.33408e+06,6753
1280000,Average,25%,4.66753e+06,4.33408e+06,35666
1280000,Average,Median,4.16586e+06,4.33408e+06,22048
2560000,1,First,2560001,8.66816e+06,20916
2560000,1,25%,9805578,8.66816e+06,69380
2560000,1,Median,6157017,8.66816e+06,29562
2560000,2,First,2,8.66816e+06,23
2560000,2,25%,9270438,8.66816e+06,80764
2560000,2,Median,6079924,8.66816e+06,35706
2560000,3,First,6595100,8.66816e+06,52640
2560000,3,25%,6224932,8.66816e+06,36441
2560000,3,Median,10596125,8.66816e+06,49197
2560000,4,First,2,8.66816e+06,26
2560000,4,25%,12761895,8.66816e+06,93891
2560000,4,Median,6956581,8.66816e+06,38557
2560000,5,First,2560000,8.66816e+06,15944
2560000,5,25%,6729243,8.66816e+06,55590
2560000,5,Median,10179272,8.66816e+06,51827
2560000,6,First,2,8.66816e+06,49
2560000,6,25%,8801495,8.66816e+06,70629
2560000,6,Median,6619632,8.66816e+06,27837
2560000,7,First,4248515,8.66816e+06,35918
2560000,7,25%,6909833,8.66816e+06,45644
2560000,7,Median,7944526,8.66816e+06,47746
2560000,8,First,5804056,8.66816e+06,62883
2560000,8,25%,8629979,8.66816e+06,50467
2560000,8,Median,6950023,8.66816e+06,30393
2560000,9,First,5906614,8.66816e+06,45941
2560000,9,25%,7129459,8.66816e+06,44959
2560000,9,Median,8714991,8.66816e+06,42496
2560000,10,First,2,8.66816e+06,38
2560000,10,25%,6548814,8.66816e+06,50351
2560000,10,Median,5780154,8.66816e+06,28135
2560000,11,First,8853939,8.66816e+06,71145
2560000,11,25%,8277115,8.66816e+06,55473
2560000,11,Median,7267251,8.66816e+06,46084
2560000,12,First,2,8.66816e+06,39
2560000,12,25%,7915509,8.66816e+06,63747
2560000,12,Median,9467372,8.66816e+06,54718
2560000,13,First,2560000,8.66816e+06,18895
2560000,13,25%,12786712,8.66816e+06,91739
2560000,13,Median,6704950,8.66816e+06,35327
2560000,14,First,2560001,8.66816e+06,23573
2560000,14,25%,15596357,8.66816e+06,92718
2560000,14,Median,4981944,8.66816e+06,21300
2560000,15,First,2,8.66816e+06,32
2560000,15,25%,7879894,8.66816e+06,63249
2560000,15,Median,5904181,8.66816e+06,25585
2560000,16,First,2560000,8.66816e+06,24127
2560000,16,25%,4251753,8.66816e+06,31300
2560000,16,Median,10224274,8.66816e+06,58916
2560000,17,First,2,8.66816e+06,40
2560000,17,25%,14455542,8.66816e+06,101398
2560000,17,Median,9863024,8.66816e+06,43703
2560000,18,First,2,8.66816e+06,22
2560000,18,25%,10975906,8.66816e+06,83669
2560000,18,Median,6161771,8.66816e+06,44163
2560000,19,First,2560001,8.66816e+06,22703
2560000,19,25%,12443094,8.66816e+06,78182
2560000,19,Median,7887091,8.66816e+06,30795
2560000,20,First,2,8.66816e+06,17
2560000,20,25%,10243479,8.66816e+06,80324
2560000,20,Median,6854388,8.66816e+06,32163
2560000,21,First,4894044,8.66816e+06,37987
2560000,21,25%,4259376,8.66816e+06,28884
2560000,21,Median,6412444,8.66816e+06,26359
2560000,22,First,6933139,8.66816e+06,61317
2560000,22,25%,8888707,8.66816e+06,52353
2560000,22,Median,7521059,8.66816e+06,28526
2560000,23,First,2,8.66816e+06,45
2560000,23,25%,5952080,8.66816e+06,44096
2560000,23,Median,8861209,8.66816e+06,57440
2560000,24,First,2560001,8.66816e+06,15716
2560000,24,25%,7076657,8.66816e+06,55265
2560000,24,Median,7965170,8.66816e+06,45645
2560000,25,First,2560002,8.66816e+06,20980
2560000,25,25%,7626951,8.66816e+06,54134
2560000,25,Median,5091217,8.66816e+06,38823
2560000,26,First,3798894,8.66816e+06,31353
2560000,26,25%,9991563,8.66816e+06,60719
2560000,26,Median,7567299,8.66816e+06,46227
2560000,27,First,2,8.66816e+06,34
2560000,27,25%,6933523,8.66816e+06,55313
2560000,27,Median,9992386,8.66816e+06,50175
2560000,28,First,2,8.66816e+06,25
2560000,28,25%,12316764,8.66816e+06,89109
2560000,28,Median,11161638,8.66816e+06,44602
2560000,29,First,3,8.66816e+06,43
2560000,29,25%,5761953,8.66816e+06,60690
2560000,29,Median,8691752,8.66816e+06,56300
2560000,30,First,3,8.66816e+06,42
2560000,30,25%,12825643,8.66816e+06,98421
2560000,30,Median,9137382,8.66816e+06,47246
2560000,31,First,6072495,8.66816e+06,47774
2560000,31,25%,11576651,8.66816e+06,61308
2560000,31,Median,12747969,8.66816e+06,49007
2560000,32,First,2,8.66816e+06,22
2560000,32,25%,10598216,8.66816e+06,78092
2560000,32,Median,17452264,8.66816e+06,80810
2560000,33,First,3989551,8.66816e+06,31656
2560000,33,25%,6396655,8.66816e+06,55882
2560000,33,Median,8411287,8.66816e+06,43789
2560000,34,First,2,8.66816e+06,28
2560000,34,25%,5539455,8.66816e+06,47542
2560000,34,Median,8037628,8.66816e+06,42700
2560000,35,First,2560000,8.66816e+06,23138
2560000,35,25%,12361677,8.66816e+06,93878
2560000,35,Median,9450717,8.66816e+06,42051
2560000,36,First,5095149,8.66816e+06,36929
2560000,36,25%,8474519,8.66816e+06,58677
2560000,36,Median,9777647,8.66816e+06,51097
2560000,37,First,2,8.66816e+06,47
2560000,37,25%,8745894,8.66816e+06,60826
2560000,37,Median,6658419,8.66816e+06,34999
2560000,38,First,4395496,8.66816e+06,38332
2560000,38,25%,12168742,8.66816e+06,85142
2560000,38,Median,11704927,8.66816e+06,79440
2560000,39,First,2560001,8.66816e+06,22030
2560000,39,25%,8839188,8.66816e+06,59136
2560000,39,Median,7240120,8.66816e+06,42507
2560000,40,First,2560001,8.66816e+06,18711
2560000,40,25%,11063121,8.66816e+06,77093
2560000,40,Median,10325215,8.66816e+06,58371
2560000,41,First,2560001,8.66816e+06,16378
2560000,41,25%,7786703,8.66816e+06,73363
2560000,41,Median,10679565,8.66816e+06,55033
2560000,42,First,2,8.66816e+06,23
2560000,42,25%,8227192,8.66816e+06,63541
2560000,42,Median,6677304,8.66816e+06,36219
2560000,43,First,2560001,8.66816e+06,15930
2560000,43,25%,7311879,8.66816e+06,73563
2560000,43,Median,7387544,8.66816e+06,47534
2560000,44,First,2560001,8.66816e+06,18503
2560000,44,25%,10389090,8.66816e+06,79480
2560000,44,Median,8377691,8.66816e+06,44068
2560000,45,First,2560000,8.66816e+06,19809
2560000,45,25%,9464801,8.66816e+06,52971
2560000,45,Median,12168587,8.66816e+06,58765
2560000,46,First,2,8.66816e+06,20
2560000,46,25%,10999383,8.66816e+06,88551
2560000,46,Median,6786578,8.66816e+06,31963
2560000,47,First,9233219,8.66816e+06,76564
2560000,47,25%,8909395,8.66816e+06,61358
2560000,47,Median,12938843,8.66816e+06,59840
2560000,48,First,3,8.66816e+06,44
2560000,48,25%,6376445,8.66816e+06,55093
2560000,48,Median,10151670,8.66816e+06,55007
2560000,49,First,2,8.66816e+06,27
2560000,49,25%,6855319,8.66816e+06,59489
2560000,49,Median,5136947,8.66816e+06,31146
2560000,50,First,2560000,8.66816e+06,24502
2560000,50,25%,6139606,8.66816e+06,48089
2560000,50,Median,7498843,8.66816e+06,46664
2560000,51,First,2,8.66816e+06,14
2560000,51,25%,8036340,8.66816e+06,58160
2560000,51,Median,8019665,8.66816e+06,35450
2560000,52,First,4992021,8.66816e+06,36459
2560000,52,25%,13234869,8.66816e+06,81132
2560000,52,Median,13227793,8.66816e+06,67972
2560000,53,First,2,8.66816e+06,36
2560000,53,25%,10444850,8.66816e+06,73723
2560000,53,Median,7218342,8.66816e+06,39355
2560000,54,First,2,8.66816e+06,37
2560000,54,25%,6974171,8.66816e+06,57855
2560000,54,Median,10352076,8.66816e+06,51309
2560000,55,First,2560001,8.66816e+06,20005
2560000,55,25%,9679502,8.66816e+06,69387
2560000,55,Median,6975297,8.66816e+06,29278
2560000,56,First,2,8.66816e+06,17
2560000,56,25%,9478339,8.66816e+06,79331
2560000,56,Median,12964325,8.66816e+06,63843
2560000,57,First,7188283,8.66816e+06,50401
2560000,57,25%,6233193,8.66816e+06,41117
2560000,57,Median,5032038,8.66816e+06,18943
2560000,58,First,2560000,8.66816e+06,18157
2560000,58,25%,7276261,8.66816e+06,62823
2560000,58,Median,10683881,8.66816e+06,54053
2560000,59,First,2560000,8.66816e+06,16497
2560000,59,25%,9011783,8.66816e+06,62879
2560000,59,Median,7157447,8.66816e+06,34502
2560000,60,First,2,8.66816e+06,36
2560000,60,25%,3385024,8.66816e+06,22898
2560000,60,Median,7906277,8.66816e+06,56163
2560000,61,First,2,8.66816e+06,26
2560000,61,25%,6936935,8.66816e+06,59330
2560000,61,Median,8268184,8.66816e+06,44319
2560000,62,First,3,8.66816e+06,40
2560000,62,25%,5062309,8.66816e+06,40154
2560000,62,Median,10460130,8.66816e+06,61308
2560000,63,First,4485527,8.66816e+06,33404
2560000,63,25%,4153002,8.66816e+06,31325
2560000,63,Median,9898533,8.66816e+06,54764
2560000,64,First,2,8.66816e+06,47
2560000,64,25%,15241190,8.66816e+06,105832
2560000,64,Median,8126864,8.66816e+06,45093
2560000,65,First,2,8.66816e+06,43
2560000,65,25%,13152417,8.66816e+06,107338
2560000,65,Median,5122413,8.66816e+06,21817
2560000,66,First,7993797,8.66816e+06,57782
2560000,66,25%,7214002,8.66816e+06,30702
2560000,66,Median,6511197,8.66816e+06,37797
2560000,67,First,2560000,8.66816e+06,13670
2560000,67,25%,6246789,8.66816e+06,52591
2560000,67,Median,7637556,8.66816e+06,45089
2560000,68,First,2560000,8.66816e+06,19248
2560000,68,25%,5166962,8.66816e+06,36223
2560000,68,Median,10757194,8.66816e+06,51487
2560000,69,First,3028429,8.66816e+06,17441
2560000,69,25%,9942236,8.66816e+06,70616
2560000,69,Median,11536937,8.66816e+06,69889
2560000,70,First,2560001,8.66816e+06,17520
2560000,70,25%,12077486,8.66816e+06,92361
2560000,70,Median,6529816,8.66816e+06,25624
2560000,71,First,5467380,8.66816e+06,44233
2560000,71,25%,4383737,8.66816e+06,18942
2560000,71,Median,7732926,8.66816e+06,43145
2560000,72,First,3,8.66816e+06,28
2560000,72,25%,16965728,8.66816e+06,117119
2560000,72,Median,6996881,8.66816e+06,40648
2560000,73,First,2,8.66816e+06,40
2560000,73,25%,7115937,8.66816e+06,54005
2560000,73,Median,8360767,8.66816e+06,45039
2560000,74,First,5618502,8.66816e+06,53775
2560000,74,25%,6879893,8.66816e+06,45966
2560000,74,Median,9461258,8.66816e+06,42372
2560000,75,First,3,8.66816e+06,52
2560000,75,25%,8324103,8.66816e+06,66227
2560000,75,Median,9305060,8.66816e+06,39312
2560000,76,First,2560002,8.66816e+06,15428
2560000,76,25%,11271754,8.66816e+06,80374
2560000,76,Median,4225998,8.66816e+06,20121
2560000,77,First,2,8.66816e+06,23
2560000,77,25%,4238447,8.66816e+06,29985
2560000,77,Median,4230216,8.66816e+06,25234
2560000,78,First,2,8.66816e+06,27
2560000,78,25%,6784360,8.66816e+06,54785
2560000,78,Median,7196670,8.66816e+06,49555
2560000,79,First,3,8.66816e+06,45
2560000,79,25%,8988556,8.66816e+06,77430
2560000,79,Median,7820538,8.66816e+06,39027
2560000,80,First,2560000,8.66816e+06,22238
2560000,80,25%,8648587,8.66816e+06,56221
2560000,80,Median,9882271,8.66816e+06,55617
2560000,81,First,4523433,8.66816e+06,33224
2560000,81,25%,7263692,8.66816e+06,48987
2560000,81,Median,6745308,8.66816e+06,44943
2560000,82,First,3,8.66816e+06,25
2560000,82,25%,5024485,8.66816e+06,38728
2560000,82,Median,8893683,8.66816e+06,52536
2560000,83,First,3,8.66816e+06,60
2560000,83,25%,12435476,8.66816e+06,106738
2560000,83,Median,8235399,8.66816e+06,50370
2560000,84,First,2,8.66816e+06,46
2560000,84,25%,10230433,8.66816e+06,77099
2560000,84,Median,4749166,8.66816e+06,22822
2560000,85,First,2,8.66816e+06,100
2560000,85,25%,11119692,8.66816e+06,81295
2560000,85,Median,8251665,8.66816e+06,56938
2560000,86,First,2,8.66816e+06,27
2560000,86,25%,6115979,8.66816e+06,53929
2560000,86,Median,9206490,8.66816e+06,52937
2560000,87,First,2560001,8.66816e+06,17340
2560000,87,25%,11035480,8.66816e+06,82759
2560000,87,Median,6247678,8.66816e+06,38071
2560000,88,First,2560001,8.66816e+06,23406
2560000,88,25%,5629582,8.66816e+06,36747
2560000,88,Median,11453929,8.66816e+06,68257
2560000,89,First,2,8.66816e+06,40
2560000,89,25%,10831397,8.66816e+06,79182
2560000,89,Median,6935348,8.66816e+06,43657
2560000,90,First,4374341,8.66816e+06,33515
2560000,90,25%,5830180,8.66816e+06,37385
2560000,90,Median,9430996,8.66816e+06,45103
2560000,91,First,2,8.66816e+06,25
2560000,91,25%,14550377,8.66816e+06,100469
2560000,91,Median,9207637,8.66816e+06,44010
2560000,92,First,2,8.66816e+06,30
2560000,92,25%,6276291,8.66816e+06,67355
2560000,92,Median,4304653,8.66816e+06,21446
2560000,93,First,5056959,8.66816e+06,30726
2560000,93,25%,8093611,8.66816e+06,52066
2560000,93,Median,7478145,8.66816e+06,37261
2560000,94,First,7139899,8.66816e+06,48234
2560000,94,25%,7016045,8.66816e+06,43563
2560000,94,Median,9313212,8.66816e+06,55638
2560000,95,First,2560000,8.66816e+06,19151
2560000,95,25%,7136492,8.66816e+06,47487
2560000,95,Median,6593827,8.66816e+06,36103
2560000,96,First,2,8.66816e+06,39
2560000,96,25%,7850002,8.66816e+06,72202
2560000,96,Median,7463596,8.66816e+06,37271
2560000,97,First,2,8.66816e+06,29
2560000,97,25%,6501605,8.66816e+06,63006
2560000,97,Median,9937283,8.66816e+06,69782
2560000,98,First,2,8.66816e+06,52
2560000,98,25%,10963718,8.66816e+06,80456
2560000,98,Median,5941854,8.66816e+06,28468
2560000,99,First,2560001,8.66816e+06,28921
2560000,99,25%,6290378,8.66816e+06,43846
2560000,99,Median,7380129,8.66816e+06,49765
2560000,100,First,2,8.66816e+06,52
2560000,100,25%,9864889,8.66816e+06,98852
2560000,100,Median,9765388,8.66816e+06,68301
2560000,Average,First,2.07369e+06,8.66816e+06,16247
2560000,Average,25%,8.70103e+06,8.66816e+06,64209
2560000,Average,Median,8.3044e+06,8.66816e+06,44383
5120000,1,First,3,1.73363e+07,49
5120000,1,25%,20362190,1.73363e+07,174545
5120000,1,Median,17582771,1.73363e+07,106232
5120000,2,First,2,1.73363e+07,16
5120000,2,25%,13669570,1.73363e+07,116818
5120000,2,Median,14540888,1.73363e+07,67686
5120000,3,First,2,1.73363e+07,28
5120000,3,25%,22316755,1.73363e+07,204432
5120000,3,Median,18860138,1.73363e+07,117377
5120000,4,First,2,1.73363e+07,39
5120000,4,25%,17643826,1.73363e+07,132732
5120000,4,Median,10759351,1.73363e+07,54275
5120000,5,First,3,1.73363e+07,46
5120000,5,25%,12792396,1.73363e+07,108330
5120000,5,Median,20778655,1.73363e+07,130014
5120000,6,First,2,1.73363e+07,53
5120000,6,25%,15148303,1.73363e+07,126672
5120000,6,Median,12077652,1.73363e+07,75393
5120000,7,First,2,1.73363e+07,27
5120000,7,25%,19531193,1.73363e+07,149833
5120000,7,Median,22019325,1.73363e+07,114178
5120000,8,First,3,1.73363e+07,37
5120000,8,25%,23203119,1.73363e+07,170913
5120000,8,Median,14854212,1.73363e+07,74807
5120000,9,First,2,1.73363e+07,23
5120000,9,25%,25951608,1.73363e+07,207148
5120000,9,Median,18232325,1.73363e+07,102217
5120000,10,First,5120001,1.73363e+07,33369
5120000,10,25%,21520376,1.73363e+07,159025
5120000,10,Median,13491907,1.73363e+07,66425
5120000,11,First,2,1.73363e+07,24
5120000,11,25%,12187747,1.73363e+07,123425
5120000,11,Median,10466417,1.73363e+07,47842
5120000,12,First,2,1.73363e+07,40
5120000,12,25%,15863467,1.73363e+07,135014
5120000,12,Median,19033805,1.73363e+07,99381
5120000,13,First,2,1.73363e+07,41
5120000,13,25%,21451518,1.73363e+07,187098
5120000,13,Median,28780989,1.73363e+07,173718
5120000,14,First,2,1.73363e+07,24
5120000,14,25%,20106356,1.73363e+07,145941
5120000,14,Median,15819777,1.73363e+07,78458
5120000,15,First,3,1.73363e+07,39
5120000,15,25%,9236583,1.73363e+07,77231
5120000,15,Median,19212145,1.73363e+07,123426
5120000,16,First,2,1.73363e+07,25
5120000,16,25%,14805266,1.73363e+07,143121
5120000,16,Median,11528565,1.73363e+07,62609
5120000,17,First,5120001,1.73363e+07,55208
5120000,17,25%,20632822,1.73363e+07,201893
5120000,17,Median,11143778,1.73363e+07,66937
5120000,18,First,2,1.73363e+07,29
5120000,18,25%,35654694,1.73363e+07,297376
5120000,18,Median,19016592,1.73363e+07,90779
5120000,19,First,5120001,1.73363e+07,43807
5120000,19,25%,12111774,1.73363e+07,76569
5120000,19,Median,9922393,1.73363e+07,43224
5120000,20,First,5120000,1.73363e+07,32430
5120000,20,25%,18016125,1.73363e+07,137732
5120000,20,Median,19041785,1.73363e+07,89061
5120000,21,First,5120000,1.73363e+07,41550
5120000,21,25%,18565452,1.73363e+07,124192
5120000,21,Median,16846984,1.73363e+07,82283
5120000,22,First,2,1.73363e+07,22
5120000,22,25%,25418831,1.73363e+07,186718
5120000,22,Median,12370543,1.73363e+07,51397
5120000,23,First,5120002,1.73363e+07,32964
5120000,23,25%,19708929,1.73363e+07,148432
5120000,23,Median,30973263,1.73363e+07,130250
5120000,24,First,5120000,1.73363e+07,37434
5120000,24,25%,21997593,1.73363e+07,147512
5120000,24,Median,19352847,1.73363e+07,90023
5120000,25,First,6741049,1.73363e+07,52375
5120000,25,25%,14586797,1.73363e+07,83318
5120000,25,Median,17149352,1.73363e+07,124007
5120000,26,First,2,1.73363e+07,39
5120000,26,25%,16314562,1.73363e+07,131533
5120000,26,Median,13124365,1.73363e+07,62108
5120000,27,First,2,1.73363e+07,39
5120000,27,25%,22671757,1.73363e+07,174189
5120000,27,Median,12790638,1.73363e+07,74450
5120000,28,First,2,1.73363e+07,39
5120000,28,25%,17175101,1.73363e+07,145325
5120000,28,Median,10399470,1.73363e+07,52369
5120000,29,First,2,1.73363e+07,23
5120000,29,25%,13219283,1.73363e+07,161126
5120000,29,Median,14306294,1.73363e+07,87696
5120000,30,First,3,1.73363e+07,50
5120000,30,25%,17194215,1.73363e+07,140096
5120000,30,Median,20053404,1.73363e+07,99773
5120000,31,First,2,1.73363e+07,23
5120000,31,25%,28373164,1.73363e+07,214171
5120000,31,Median,14013541,1.73363e+07,74909
5120000,32,First,2,1.73363e+07,56
5120000,32,25%,9272399,1.73363e+07,65320
5120000,32,Median,14399573,1.73363e+07,93495
5120000,33,First,2,1.73363e+07,39
5120000,33,25%,18980568,1.73363e+07,165652
5120000,33,Median,18094919,1.73363e+07,84130
5120000,34,First,14046986,1.73363e+07,97068
5120000,34,25%,30151226,1.73363e+07,174337
5120000,34,Median,19918406,1.73363e+07,91356
5120000,35,First,5120002,1.73363e+07,46446
5120000,35,25%,11152246,1.73363e+07,78572
5120000,35,Median,15168390,1.73363e+07,80084
5120000,36,First,2,1.73363e+07,24
5120000,36,25%,11360606,1.73363e+07,74201
5120000,36,Median,12070942,1.73363e+07,73048
5120000,37,First,2,1.73363e+07,39
5120000,37,25%,20289718,1.73363e+07,158716
5120000,37,Median,21430481,1.73363e+07,117505
5120000,38,First,2,1.73363e+07,57
5120000,38,25%,12290995,1.73363e+07,109041
5120000,38,Median,10377274,1.73363e+07,60947
5120000,39,First,5120000,1.73363e+07,43322
5120000,39,25%,18976144,1.73363e+07,130074
5120000,39,Median,16295063,1.73363e+07,71836
5120000,40,First,3,1.73363e+07,58
5120000,40,25%,20341785,1.73363e+07,186985
5120000,40,Median,15875187,1.73363e+07,102079
5120000,41,First,3,1.73363e+07,56
5120000,41,25%,17644380,1.73363e+07,142328
5120000,41,Median,11159420,1.73363e+07,57394
5120000,42,First,2,1.73363e+07,57
5120000,42,25%,17840441,1.73363e+07,125993
5120000,42,Median,15444277,1.73363e+07,82784
5120000,43,First,2,1.73363e+07,26
5120000,43,25%,19322415,1.73363e+07,160054
5120000,43,Median,14134393,1.73363e+07,67678
5120000,44,First,2,1.73363e+07,22
5120000,44,25%,27673584,1.73363e+07,207483
5120000,44,Median,21692843,1.73363e+07,113180
5120000,45,First,5120001,1.73363e+07,48839
5120000,45,25%,20950225,1.73363e+07,147818
5120000,45,Median,21677912,1.73363e+07,97984
5120000,46,First,3,1.73363e+07,39
5120000,46,25%,10691312,1.73363e+07,91068
5120000,46,Median,10649482,1.73363e+07,55882
5120000,47,First,2,1.73363e+07,18
5120000,47,25%,19911878,1.73363e+07,179273
5120000,47,Median,20354435,1.73363e+07,119094
5120000,48,First,2,1.73363e+07,49
5120000,48,25%,23408558,1.73363e+07,183294
5120000,48,Median,17337475,1.73363e+07,93765
5120000,49,First,11038330,1.73363e+07,94278
5120000,49,25%,15694241,1.73363e+07,111745
5120000,49,Median,15533538,1.73363e+07,96905
5120000,50,First,8931834,1.73363e+07,68594
5120000,50,25%,13246475,1.73363e+07,89792
5120000,50,Median,15463708,1.73363e+07,60680
5120000,51,First,11516518,1.73363e+07,89801
5120000,51,25%,32420222,1.73363e+07,184573
5120000,51,Median,16278744,1.73363e+07,78625
5120000,52,First,6967896,1.73363e+07,53433
5120000,52,25%,12424971,1.73363e+07,54822
5120000,52,Median,12627565,1.73363e+07,69351
5120000,53,First,3,1.73363e+07,39
5120000,53,25%,14058650,1.73363e+07,112506
5120000,53,Median,15412727,1.73363e+07,74124
5120000,54,First,2,1.73363e+07,43
5120000,54,25%,30888305,1.73363e+07,236733
5120000,54,Median,13905436,1.73363e+07,71529
5120000,55,First,5120001,1.73363e+07,46412
5120000,55,25%,16488349,1.73363e+07,97278
5120000,55,Median,13940982,1.73363e+07,55087
5120000,56,First,2,1.73363e+07,26
5120000,56,25%,16283946,1.73363e+07,118766
5120000,56,Median,24463555,1.73363e+07,168074
5120000,57,First,5120001,1.73363e+07,35291
5120000,57,25%,11903307,1.73363e+07,94369
5120000,57,Median,12880407,1.73363e+07,84679
5120000,58,First,2,1.73363e+07,44
5120000,58,25%,15978541,1.73363e+07,129496
5120000,58,Median,16712454,1.73363e+07,110822
5120000,59,First,2,1.73363e+07,39
5120000,59,25%,20340009,1.73363e+07,155558
5120000,59,Median,8962957,1.73363e+07,34177
5120000,60,First,3,1.73363e+07,25
5120000,60,25%,22658625,1.73363e+07,170803
5120000,60,Median,13025073,1.73363e+07,49255
5120000,61,First,2,1.73363e+07,28
5120000,61,25%,17642064,1.73363e+07,138603
